hotel_name,location,wrote,rating,title,review_text
Secrets Cap Cana Resort & Spa,"Santiago, Chile",July 2021,5,Luna de miel inolvidable!,"Celebramos nuestra luna de miel en Secrets Cap Cana y fue todo un acierto. El hotel es precioso, la comida muy buena y el personal inmejorable. Nos hicieron sentir muy bien, todo el mundo es muy agradable y divertido y con ganas de ayudarte y atenderte de la mejor manera posible. Especial menciòn a nuestro mayordomo Ronald, que se portò fenomenal con nosotros y atendiò nuestras peticiones en todo momento. A Esperanza y JLo que nos servian la bebida en la piscina con una sonrisa y una cancion! A Carlitos, Stephany, Jackson, Maria y Soranyi que nos servian la bebida en la playa siempre con sonrisas y conversacion, gracias! A Alberto de la recepcion de Prefered Club que nos ayudò a realizar un up grade de habitacion y en todo tipo de peticiones. En cuanto a restaurantes,"
Secrets Cap Cana Resort & Spa,"Houston, Texas",July 2021,5,Un lujazo en todos los sentidos. Excepcional el trato humano del personal,"Una maravilla. Totalmente recomedable. El mejor hotel de Punta Cana. El hotel de lujo de verdad, exquisito. Tanto las instalaciones, como la ubicación, como la comida (se nota que el chef es vasko!!!!!. jeje). Y lo más excelente el personal. Para empezar nuestro querido MATIEL, quien en Cádiz tiene su casa. Le sigue Kebel, gracias a él pude bañarme todos los días en el mar limpio, sin algas. El dulce y tímido Ebenson y sus creps mañaneros. María y Teófilo en los desayunos. Clarissa y su buen saber en el restaurante italiano. La bella Angelina, en nuestro restaurante preferido, sin lugar a dudas, el francés, y su camareros, nombro a César. Jorge en el Seaside, siempre atento. Iván en el ávatar o donde le tocase estar. Yoka y Jlo en la piscina. Leonardo y mi querido Gato,"
Secrets Cap Cana Resort & Spa,"Houston, Texas",July 2021,5,Un hotel excelente,"Un hotel magnífico, muy bien gestionado donde todo funciona como un reloj. Ex ente toda la comida felicitaciones al chef Ibaí, gerencia y equipo de dirección. Personal atento siempre y encantador. Todos son excepcionales pero por destacar por sobresalir queremos agradecer especialmente la atención a De Market café a Maria nuestra camarera alegre y amable. Keila en la recepción atenta a todos, nos conoció desde el segundo día En la playa encantadora Maria. Nuestros mayordomos Philippe y Anibal, siempre pendientes y con grandes detalles. La recepción de Portofino, Bourdeaux, Oceanía y Seaside grill inmejorables. Los camareros atentos a todo Hemos pasado 15 magníficos días para repetir. Recomendable para quien quiera pasar unas vacaciones innolvidables."
Secrets Cap Cana Resort & Spa,"Houston, Texas",July 2021,5,"Excelente hotel con las mejores instalaciones, restaurantes y servicio","Estuvimos en el hotel Secrets Cap Cana con un grupo de amigos y nos pareció excelente. Todas las instalaciones de primera calidad. El servicio, la comida, los restaurantes muy buenos. Todo el personal siempre muy atento y con la mejor energía para atendernos. Nuestro concierge Sergio siempre estuvo pendiente de nosotros y nos dio un excelente servicio asegurándonos una estadía impecable."
Secrets Cap Cana Resort & Spa,"Houston, Texas",July 2021,5,El mejor hotel de Capcana y Puna Cana!,"Es el mejor hotel en Capcana y con el mejor servicio!, la comida es excelente!, todo el personal es muy amable, cordial y eficiente, nos hicieron sentir como en casa. Nuestro conserje Philippe estuvo pendiente de nosotros todo el viaje. Las atenciones del Cheff francés Yvan fueron espectaculares, por encima de nuestra expectativa!. Angelina en el lobby y Esperanza en la piscina siempre estaban dispuestas a servir. Y Erickson del restaurante francés hizo que nuestra experiencia fuera perfecta!. Volveremos pronto y se lo recomiendo a cualquier persona que quiera venir a Capcana o Punta Cana."
Secrets Cap Cana Resort & Spa,"Houston, Texas",July 2021,5,Luna de miel inolvidable,"El hotel resultó ser todo lo que esperábamos y mucho más. Un lugar ideal para relajarse y que piensa en todos los detalles para darte una gran estadía. La comida, la atención y la limpieza, fueron excepionales. Tuvimos la suerte de contar con las atenciones de Angelo Mercedes, quien nos hizo sentir como en casa. Nos brindo apoyo en todo momento. Volveremos en un próximo aniversario."
Secrets Cap Cana Resort & Spa,Dominican Republic,July 2021,5,Maravillosa,"El hotel es muy lindo, cuenta con diversas áreas de recreo y para el deleite todos, me encanto las atenciones de sus empleados, nos trataron como Reyes, desde el Inicio, nuestra llegada al Check in el Sr. Miguel de recepción fue muy atento y servicial. Luego al paso del tiempo nos encontramos con Rigoberto y Yeylee en (Rose Water) , Omar (Portofino) y Ronald nuestro Concierge quienes se encargaron de hacer que nos sintiéramos muy especiales, al igual que los demás en donde quiera que íbamos."
Secrets Cap Cana Resort & Spa,Dominican Republic,July 2021,5,40th Birthday celebration,"Viajamos 14 mujeres y la pasamos muy lindo. Todas las noches hay entretenimiento, música en vivo muy variada. La comida muy rica, pero lo que más me gustó fue el servicio que nuestros butlers nos brindaron, Eduar and Antonio, siempre dispuestos a ayudarnos en todo. Lindas personas, muy profesionales y la atención de primera. En esta época del año hay mucho seaweed, pero igual nos divertimos. El último día de mi viaje me enferme y aun así , me trataron de ayudar en todo momento . Martha , la. Manager no dudo en ir a mi habitación y asistirme en lo que necesitaba. Concluyó diciendo que el servicio es excelente , y el resort muy lindo, y las personas ayudaron a que nuestro viaje se memorable. Gracias Eduar , Antonio y Martha por toda la ayuda recibida."
Secrets Cap Cana Resort & Spa,Dominican Republic,July 2021,5,Sr. JUAN RODRIGUEZ Sra. LUZ TEJEDA,"He tenido buenas experiencias en mis viajes turisticos fuera de EU pero este ultimo ha sido EXCEPCIONAL si quieres un lugar para olvidar todo pero todo solo existe UNO. SECRET CAP no pierdan la opurtunidad para relajarse, reconciliar o somprender a tu pareja el servicio, la atencion y trato aqui quedaron. Pero nada mejor que un guia Eduar pregunten por el y conoceran el paraiso."
Secrets Cap Cana Resort & Spa,Dominican Republic,June 2021,5,Viaje punta cana,"El servicio muy bueno, el hotel excelente y nuestro mayordomo Leonardo maravilloso, todo el rato atento de nosotros y facilitándonos el viaje en todo momento. Ha sido un placer estar en este hotel. Muchas gracias"
Secrets Cap Cana Resort & Spa,Dominican Republic,July 2021,5,El mejor hotel,"Hola muy complacida con el servicio, el personal, Jordan así un host (anfitrión) excelente, servicio, amables y respetuosos. Diva excelente empleada en la aria de entretenimiento. Servicial siempre pendiente que estemos feliz. Y entretenido! Francisco muy servicial, su cíteles espectacular. Súper amables, cada cíteles lo realizaba muy delicioso. Otros Bartender que fuer excelente y servicia, Héctor, Eduardo, Ramón, Ramón servicio nos llevó comida al cuarto, kelvin hace los cotel excelente. Muy feliz de acérelos visitarlo !!! Jordan muchas gracias por tu servicio, por ayudar a celebra el cumpleaños de Momica, por siempre responden a nuestra pregunta !! Próxima vez te visite espero sea nuestro host nuevamente."
Secrets Cap Cana Resort & Spa,"San Sebastian - Donostia, Spain",July 2021,5,Un deseo cumplido,"Despues de lo vivido estos dos años, llegar a este hotel ha sido la mejor medicina posible para curar todos los males. El sitio es estupendo, la comida muy buena, las piscinas a la altura del hotel, los espectáculos todos sobresalientes. Pero por encima de todo brillan las personas que allí trabajan, no tengo palabras para describir lo bien que nos han tratado. Nuestro concierge Gerlyn, entendió perfectamente que necesitabamos y en todo momento que lo reclamamos, ahí estaba para nosotros. Mención especial para las camareras del Coco Cafe que siempre han sido muy amables. Nuestras 5 ESTRELLAS ESPECIALES son para KEY y las camareras del lobby y el show: Scarlen, Jenilza, Yidalbis, Sun Shine y Diva. Seguro volveremos."
Secrets Cap Cana Resort & Spa,"San Sebastian - Donostia, Spain",June 2021,5,engineer,"Muy buen hotel,excelente servicio.El Sr.wolfan no atendió muy bien y nos ayudó con las orientaciones precisas. Nos hubiera gustado algo en español del Dios,pero entendemos incluso la gente lo disfruto.. Manuel de Jesús"
Secrets Cap Cana Resort & Spa,"San Sebastian - Donostia, Spain",June 2021,5,Mil y mil gracias por hacerme sentir en casa,Hoy es nuestro último día en este maravilloso lugar… sólo tengo agradecimientos por las excelentes atenciones de todos sus colaboradores… el aseo es impecable y los restaurantes formidables… con toda seguridad volveré a este maravilloso lugar… a sus directivos… mil felicitaciones por estar al frente de un equipo de profesionales tan bien preparados… a nuestro conserje ALEXIS ASTAGIO… muchas gracias por estar tan pendiente de nuestro bienestar… a todos… muchas gracias y muchas bendiciones… con seguridad volveremos a la suite 1003… Mauricio Meza- Juan Carlos Mejia
Secrets Cap Cana Resort & Spa,"San Sebastian - Donostia, Spain",June 2021,5,Gracias por hacernos sentir como en casa.,"Hoy es nuestra última noche de 12 noches. La experiencia ha sido increíble. Destacar las atenciones de todo el personal del hotel, siempre con una sonrisa, con amabilidad y educación increíbles. A destacar algunas personas de las que recordamos los nombres, Jlo, Diva, Pujol, Sakira, las camareras de la piscina en general, que nos han atendido de tal manera que no nos faltaba ninguna bebida en ningún momento. Del restaurante Oceana, Aralberto, y la chica que nos acompaña a la mesa, que también es la que está por las mañanas en el Market Place y es encantadora. Ya se sabía hasta nuestro apellido!! Gracias a todos los chicos Y chicas camareros de todos los restaurantes que no recordamos bien sus nombres. En el Himitsu, fuimos atendidos también de manera súper especial, disculpas"
Secrets Cap Cana Resort & Spa,"San Sebastian - Donostia, Spain",June 2021,5,Excelente vacación!,Nuestra luna de miel en el Secrets Cap Cana estuvo excelente! Nuestro mayordomo Leonardo nos trató perfecto y estuvo atento a nuestras necesidades todo el tiempo. Siempre nos encontraba en distintos lugares del hotel para asegurarse de que estamos bien.
Secrets Cap Cana Resort & Spa,"Bergenfield, New Jersey",June 2021,5,Mejor atención y dedicación,"Acabamos de regresar mi esposo y yo de unas hermosas vacaciones en el secret - cap cana . Desde nuestra llegada hasta la salida todo fue súper excelente , explico: nos asignaron a la muy talentosa y eficiente Yafreisi , quien con su profesionalismo y eficacia se encargó de toda nuestras necesidades haciendo todo a la perfección ( deseando que siempre siga así ) , para que nuestras vacaciones fueran relajadas y sin problemas. En cuanto a los restaurantes hago mención especial a Teófilo quien aunque no le tocara mi mesa siempre se encargaba de mis necesidades especiales , le doy un 100% y no solo a él si no a la encargada de los restaurantes la señora Madelyn quien toma muy en serio su cargo para satisfacer a las necesidades de los vacacionistas y todo el equipo de los diferentes"
Secrets Cap Cana Resort & Spa,"Bergenfield, New Jersey",April 2021,5,Aniversario de Boda,"Definitivamente no me equivoqué al elegir Secrets Cap Cana para descansar y disfrutar un fin de semana junto a mi esposa con motivo a la celebración de nuestro aniversario de bodas. La experiencia comenzó desde el mismo momento que llegamos al lobby con un recibimiento personalizado como si de algún famoso se tratara. Todo el personal con el que tuvimos contacto, desde nuestro concierge, pasando por los camareros y hasta los de mantenimiento se esmeraron mucho con el trato sobre todo porque mi esposa estaba embarazada de término y las atenciones eran mas que de primera. OSVALDO nuestro concierge, se preocupó de que nuestra comodidad fuera de las mejores, sobre todo con el arreglo de nuestra habitación con motivo al aniversario, a mi esposa le encantó. El equipo de ""La Diva"","
Secrets Cap Cana Resort & Spa,"Bergenfield, New Jersey",June 2021,5,Excelente luna de miel!!,"Estuvimos por 8 noches y todos los días pasamos una experiencia increíble. Las instalaciones muy limpias, comida muy buena, buen ambiente y el personal muy atento. Agradecemos totalmente a nuestro concierge Carlos quien hizo de nuestra estadía la mejor que pudimos tener, apoyándonos en todo momento y con la mejor disposición, definitivamente el mejor. 100% recomendado. En algún momento regresaremos sin problema."
Secrets Cap Cana Resort & Spa,"Bergenfield, New Jersey",June 2021,5,"No es un secreto, es uno de los mejores de Cap Cana","Hay muy Buenos hoteles en Cap Cana en la playa Juanillo ,sin duda alguna Secrets se mantiene como una excelente opción basado principalmente en varios pilares,el primero es el gran entrenamiento de todos sus empleados y la amabilidad y atenciones que uno recibe, el segundo varios restaurantes tematicos todos con una buena calidad y seleccion de vinos, otro pilar son los shows nocturnos en el anfiteatro,excelente elenco variedad de shows y sobretodo la calidad. Las medidas de anticovid se siente en todo el personal y medidas de seguridad em todo los establecimientos. La playa en Juanillo es una buena playa de arena blanca ,lamentablemente estaba lleno de sargazo de todos modos suagnificas piscinas lonvompensan. Tiene ademas una excelente cafeteria ,bar y lounge hasta alta horas"
